,ID,Section,Gender,State,City,Age (years),Height,Highest_Qualification,Favourite_Subject,Favourite_Colour,Work_Experience,Work_Industry,Hobby,Info_regarding_gim,Workexperience,Top_3_Competitors,Top_3_converts,Experience_Category,Info_0,Info_1,Info_2,Info_3,Info_4,Social_media,Online_search,Advertisement,Coaching,Friends/Family
438,751,PGDM FT Section B,Man,Karnataka,Mysore,24,165.0,UG,Marketing,Black,9.0,Consultancy,Football,Social media;,Achievement,"MDI Gudgaon, IMT Gaziabad, GLIM Chennai ","IRMA, MANAGE",7-10 years,Social media,,,,,1,0,0,0,0
439,753,PGDM FT Section B,Man,Goa,Ponda,23,6.0,Graduation,Chemistry,Black,0.0,,Cricket,Friends/Family;Social media;,Transforming,"Fore , Tapmi , GLIM","Fore , Tapmi , Irma",0 years,Friends/Family,Social media,,,,1,0,0,0,1
440,754,PGDM FT Section B,Woman,Maharashtra,Mumbai,25,162.0,B.E.,Social studies,Black,3.0,IT,Reading,Friends/Family;,Development,"IMT Ghaziabad, IMI Delhi, TAPMI ","IMI Delhi, TAPMI, SIIB",2-5 years,Friends/Family,,,,,0,0,0,0,1
441,756,PGDM FT Section B,Man,Uttar Pradesh,Lucknow,26,6.0,Bachelors,Economics,Black,3.5,Finance,Swimming,Online search;,Learning and skill development,"TAPMI, IMI, IMT","SIIB, GLIM",2-5 years,Online_search,,,,,0,1,0,0,0
442,757,PGDM FT Section B,Man,Karnataka,Bengaluru,24,5.9,BE,Math,White,1.9166666666666667,IT,Sport,Friends/Family;,Knowledge,"Tapmi,ximb and imi delhi",welingkar and tapmi,1-2 years,Friends/Family,,,,,0,0,0,0,1
443,758,PGDM FT Section C,Man,Madhya pradesh,Shahdol,24,6.0,Graduation,Philosophy,White,2.0,Hospitality,Basketball,Online search;,New experience,Tapmi,,1-2 years,Online_search,,,,,0,1,0,0,0
444,760,PGDM FT Section C,Woman,Rajasthan,Jodhpur,24,160.0,Graduation BMS,Brand management,Pink,0.0,,Dance,Coaching;,Placement,"Nmims, IMT , MDI",Kj tapmi IMI,0 years,Coaching,,,,,0,0,0,1,0
445,761,PGDM FT Section C,Woman,Karnataka,Davangere,24,165.0,BE,English,Sea green,1.1666666666666667,Automobile,Reading,Social media;,Job,SIBM TAPMI Great Lakes,SIBM,1-2 years,Social media,,,,,1,0,0,0,0
446,765,PGDM FT Section C,Man,Maharashtra,Mumbai,22,178.0,BSc,Marketing,Black,0.0,,Football,Online search;,Job,"IMI Delhi, TAPMI, IIM Kashipur","IMI Delhi, KJ Somaiya",0 years,Online_search,,,,,0,1,0,0,0
447,768,PGDM FT Section C,Man,Uttarpradesh,Agra,24,180.0,Msc,Geopolitics,Navy blue,0.0,,Walking,Social media;,Excitement,"IMT Ghaziabad, IMI delhi , baby IIMs","IFMR , KJ somaiya ",0 years,Social media,,,,,1,0,0,0,0
448,776,PGDM FT Section C,Man,Andhra pradesh,Tirupati,23,1.75,B.Sc.Agriculture,Maths,Black,0.0,,Spending time with myself,Online search;,Get placed in good company with decent placement figure,"IIMs , GLIM , IMT","IMT, MANAGE",0 years,Online_search,,,,,0,1,0,0,0
449,777,PGDM FT Section C,Man,Karnataka,Shivamogga,26,6.0,BE,Maths,Red,3.0,Petroleum and gas,Football,Online search;,Superfantabulousfantastic,"IIMs, GL, MDI","IIM jammu, iim bodh gaya, iim nagpur",2-5 years,Online_search,,,,,0,1,0,0,0
450,783,PGDM FT Section C,Man,Karnataka,Bengaluru,25,180.0,B.E(Mechanical),Physics,Blue,2.0,Mechanical design,Motorbike riding,Online search;,Growth,"GLIM Chennai, IMT Ghaziabad, Tapmi","Tapmi, GLIM Chennai",1-2 years,Online_search,,,,,0,1,0,0,0
451,784,PGDM BDA Section C,Man,Goa,Panaji,23,162.0,Graduation,Politics,Grey,1.6666666666666667,Finance,Sports,Online search;,Growth,"IIM Sambhalpur, IIM Sirmaur, IIM Bodhgaya","IIM Sambhalpur, IIM. Sirmaur, IIM Bodhgaya",1-2 years,Online_search,,,,,0,1,0,0,0
452,786,PGDM FT Section C,Man,West Bengal,Halisahar,26,5.11,B.Sc Agriculture(Hons.),Maths,Black,3.0,FMCG,Working Towards Betterment Of Strays,Online search;,Knowledge,1. IIM Vishakapatnam 2. IMI 3. IMT,1. SIBM 2. IRMA 3. TAPMI,2-5 years,Online_search,,,,,0,1,0,0,0
453,792,PGDM FT Section C,Man,Gujarat,Ahmedabad,21,171.0,B.Com,Accounting,Blue,1.0833333333333333,Fantasy Gaming,Cricket,Coaching class;,Individual growth,"Tapmi, SIBM Bangalore, Great Lakes ",,1-2 years,Coaching,,,,,0,0,0,1,0
454,797,PGDM BIFS,Man,Maharashtra,Kolhapur,23,167.0,B.tech,Mathematics,Blue,0.0,,Drawing,Online search;,Knowledge,NIBM,,0 years,Online_search,,,,,0,1,0,0,0
455,802,PGDM BIFS,Man,Gujarat,Ahmedabad,22,172.0,B.E,Maths,Black,0.0,,Badminton,Friends/Family;,Growth,"NIBM, IMI Delhi , TAPMI",,0 years,Friends/Family,,,,,0,0,0,0,1
456,805,PGDM BIFS,Man,Maharashtra,Mumbai,26,5.7,BCOM (Accounting and Finance),Financial Accounting,Black,3.0,Bank of America,Playing Chess,Social media;Advertisement;Friends/Family;,Learning,"IMI Delhi, Tapmi, IMT ghaziabad ","IMT, IMI",2-5 years,Social media,Advertisement,Friends/Family,,,1,0,1,0,1
457,806,PGDM BIFS,Man,Goa,Merces,21,5.74,B.com (hons),Accounting,Black,0.0,,Swimming,Friends/Family;,Skills,"TAPMI, IMT G, IMI D",,0 years,Friends/Family,,,,,0,0,0,0,1
458,809,PGDM BDA Section B,Man,Maharashtra,Nashik,25,179.0,BE,Maths,Black,1.0,Construction,Gaming,Online search;Social media;,Learning more about technical aspects of big data,"ISI, IIM C,IIMB",0,1-2 years,Online_search,Social media,,,,1,1,0,0,0
459,810,PGDM BDA Section B,Woman,Madhya Pradesh,Indore,23,5.4,Btech,English,White,1.0,IT,Reading,Friends/Family;,Placement,"FORE, IMT, IMI","Doon Business School, BITS Pilani ",1-2 years,Friends/Family,,,,,0,0,0,0,1
460,811,PGDM BIFS,Man,Bihar,Jhajha,24,172.72,Bcom. Hons,Financial market,White,2.0,Accounting and finance,Reading novels,Online search;Social media;Friends/Family;,Knowledge,"Great Lakes chennai, TAPMI, IMI","Great Lakes chennai, IMI, IMT",1-2 years,Online_search,Social media,Friends/Family,,,1,1,0,0,1
461,812,PGDM BDA Section B,Man,Andhra Pradesh,Visakhapatnam,24,174.0,Bachelor of Technology,Math,All colors,2.0,IT,"Anime, Games, Books & Beyblade",Friends/Family;,Evolve,"IIM B, IIFT, MDI","IFMR, Great Lakes,",1-2 years,Friends/Family,,,,,0,0,0,0,1
462,813,PGDM BDA Section B,Man,Maharashtra,Mumbai,25,172.0,B.E.,Data Visualization and Analytics,Red,3.5833333333333335,IT,Table Tennis,Friends/Family;Social media;Advertisement;Online search;,Resilient,"IIM B, IIFT, MDI",,2-5 years,Friends/Family,Social media,Advertisement,Online_search,,1,1,1,0,1
463,822,PGDM BDA Section B,Man,Maharashtra,Pune,24,173.0,BE CSE,DBMS,Orange,2.25,Information technology,Workout (Gym),Online search;,Opportunity,"IIM BANGALORE, IIM KASHIPUR, ISI Kolkata BA program ","GLIM PGPM, WELINGKAR RBA program ",2-5 years,Online_search,,,,,0,1,0,0,0
464,823,PGDM BDA Section B,Man,Maharashtra,Mumbai,23,170.0,B.E.,Maths,White,1.5,IT Consulting and Services,Watching football,Social media;Advertisement;Online search;,"Get profficient to work with Data, Enhance Data Analytics skills as well as learn in Dept the concepts assosiated with Big Data, Business and Data Analytics like Machine Learning, Data Visualization and Predictive Analysis. Proficient in using tools like PowerBI, Tableau, SQL and Python.","IMT Gaziabad, IRMA, GLIMC","TAPMI, FORE, GIM",1-2 years,Social media,Advertisement,Online_search,,,1,1,1,0,0
465,824,PGDM BDA Section B,Woman,Assam,Nagaon,28,151.0,MTech,Mathematics,Blue,3.0,Education,Singing,Online search;,Placement,"IIM Culcutta, IIM Kashipur, Great lakes",,2-5 years,Online_search,,,,,0,1,0,0,0
466,827,PGDM BDA Section B,Man,Delhi,New Delhi,26,180.0,B.Tech IT,Business analytics,Black,2.75,IT,Playing cricket and guitar,Friends/Family;,Success,"SIBM, IMT and MDI",,2-5 years,Friends/Family,,,,,0,0,0,0,1
467,833,PGDM BDA Section B,Man,Bihar,Muzaffarpur,26,165.0,B.Tech,Mathematics,Blue,2.3,IT,Traveling,Social media;,Transformation,"IMI, IIM JAMMU, GREAT LAKES",,2-5 years,Social media,,,,,1,0,0,0,0
468,836,PGDM BDA Section B,Man,Delhi,New Delhi,22,175.0,Graduation,Economics,Black,0.0,,Swimming,Advertisement;,,"Fore, IIM ",,0 years,Advertisement,,,,,0,0,1,0,0
469,838,PGDM BDA Section B,Man,Himachal Pardesh,Chamba,20,171.0,Under graduate,Finance,Beige,0.0,,Music and Travelling,Online search;,Placement.,IIMÕs NIMS SIMB,,0 years,Online_search,,,,,0,1,0,0,0
470,840,PGDM BDA Section C,Man,Kerala,Kannur,25,170.0,BTech,Maths,ORANGE,3.5,IT,Watching Movies,Online search;,Good,"IIM Bangalore , IIM Calcutta , Great Lakes",,2-5 years,Online_search,,,,,0,1,0,0,0
471,841,PGDM BDA Section B,Man,Andhra Pradesh,Vijayawada,21,187.0,Undergraduate,Physics,Blue,0.0,,Writing,Coaching institute;,Joyful,"MDI, SCMHRD, New IIMs","IIM Amritsar, IMT Ghaziabad",0 years,Coaching,,,,,0,0,0,1,0
472,843,PGDM BDA Section C,Man,Maharashtra,PUNE,24,176.0,B.E.,Maths,Blue,2.0,Automotive,Trekking,Social media;,Placement,IIM,,1-2 years,Social media,,,,,1,0,0,0,0
473,844,PGDM BDA Section C,Man,Gujarat,Ahmedabad,23,177.0,B.E,CS,Blue,2.0,IT,Strolling,Friends/Family;,Growth,"Tapmi,IMI,NM","Tapmi,IMI,NM",1-2 years,Friends/Family,,,,,0,0,0,0,1
474,846,PGDM BDA Section C,Man,West Bengal,Kolkata,22,184.0,Graduation,History,Black,3.0,Software,Sports,Online search;,Learning,"Mdi gurgaon, imt gaziabad, imi delhi ","Great lakes, welingkar Mumbai ",2-5 years,Online_search,,,,,0,1,0,0,0
475,848,PGDM BIFS,Woman,Delhi,New Delhi,23,154.0,Bcom Hons,Economics,Black,2.5,Consultancy- International Taxation,"Photography, Reading ",Friends/Family;,Networking,"TAPMI, FORE, KJ SOMAIYA","FORE, KJ SOMAIYA, TAPMI",2-5 years,Friends/Family,,,,,0,0,0,0,1
476,857,PGDM BDA Section B,Man,Haryana,Sonipat,22,5.5,BBA,Economics,Red,1.9,Data Analytics,Reading,Online search;,Learning,"IIM Ranchi BA, IIM Kashipur BA, IIM Raipur BA",0,1-2 years,Online_search,,,,,0,1,0,0,0
477,859,PGDM BDA Section C,Man,Kerala,Kochi,23,174.0,Bsc mathematics,mathematics,black,0.0,,chess,Friends/Family;,"Build new skills, network, make friends, Help my peers, Help myself and also at the end make myself a better persona and of course acquire a good job.","iimb- mba in business analytics , tiss- Msc in analytics, iim-kashipur mba in analytics",,0 years,Friends/Family,,,,,0,0,0,0,1
478,867,PGDM BDA Section C,Man,Tamil Nadu,Chennai,24,161.0,B.tech,Computer science,Black,2.0,Telecommunication,Dancing,Online search;,Transformation,"GLIM, tapmi, KJ somaiya ","Tapmi, ICFAI, xime",1-2 years,Online_search,,,,,0,1,0,0,0
479,868,PGDM BDA Section C,Man,Madhya Pradesh,Indore,24,511.0,Under Graduate,Social,Black,2.0,,Playing Cricket,Friends/Family;,Placement,"IMI, IIT, FORE","IMI, FORE, Great lakes ",1-2 years,Friends/Family,,,,,0,0,0,0,1
